match_id,radiant_win
6,0.8403762988179857
7,0.7738114066093672
10,0.19860287476765937
13,0.879852342819535
16,0.2653252576240802
18,0.3970376868602316
19,0.5577386636548681
24,0.593802436255109
33,0.23252122843750617
37,0.689498723179447
41,0.1698863674978719
42,0.33089731283431434
55,0.2511053008210984
60,0.6898842061781122
62,0.5703002733459861
63,0.5752516553399218
64,0.09462870954288928
71,0.5722675166784249
72,0.3392167142490677
83,0.5208589749984499
85,0.7902612867481016
89,0.934192323568636
92,0.773934590893631
100,0.961296712892267
102,0.8935839855521649
108,0.5693070618585341
111,0.80252546423271
126,0.20397061054094848
130,0.05850349704508211
140,0.7993323624047908
141,0.2767774840583706
152,0.8441486308610832
153,0.7784987983411221
159,0.5857049721353239
160,0.6135418576565476
163,0.6226981176355807
178,0.5862975410666327
179,0.41185800667916295
181,0.682255830065966
196,0.15377377604338793
206,0.12572473707874682
209,0.5645970154801616
216,0.5714639696904062
228,0.08180681376901038
230,0.4374540473629582
242,0.7305728880543795
245,0.1874933012515988
261,0.522413245558091
274,0.5074300252959395
282,0.7538856447895435
289,0.5365435064681606
296,0.10212680168449373
297,0.6350514324807622
302,0.31340044343378587
304,0.024143530911321723
313,0.8173646916120257
316,0.5328514052766654
317,0.4354119720128971
344,0.8881307964347144
348,0.762864868011442
352,0.5402087639302201
354,0.574677824368915
361,0.46071938184165934
362,0.24283353896274615
363,0.7574751154028944
365,0.41808503941025954
375,0.3165334890095862
380,0.3260983302867095
384,0.5881599063220831
394,0.7704033038217923
399,0.6200012777030286
404,0.7163862954383766
406,0.7236460726290296
430,0.1565533648566226
432,0.36480854193679163
443,0.4636392298914675
463,0.6305324633944426
467,0.5459031871019645
474,0.24226235204110438
488,0.23846198507627409
502,0.9129479980079083
503,0.2816641484715782
507,0.30626370644636897
508,0.40836156915635297
509,0.46441232063108784
516,0.38017419668302077
528,0.2937423130667657
542,0.6823050933068896
547,0.18791111076643424
552,0.5836217586515687
555,0.6355026043466266
561,0.6514235096936576
569,0.8243297735945404
575,0.9527789740794101
576,0.8232073038220554
582,0.19482992059138018
585,0.46198195123917285
586,0.5763411337644141
590,0.8133473957535651
592,0.23057177278476004
598,0.3950931714718327
599,0.2820636249295936
600,0.7500263159351707
601,0.5723395548005239
603,0.3317050396232604
617,0.48198471404912857
628,0.4898522014160202
634,0.1553937100752441
635,0.3253897792482694
639,0.447394046529137
644,0.6676977279414242
646,0.788671819715328
650,0.09857512701281465
659,0.8380409766855217
663,0.38255296673528183
668,0.6632794986831897
670,0.42444982588873326
678,0.4358664302893534
679,0.2946340245686588
686,0.7907264352641612
694,0.2910575842435718
696,0.9049979297294173
702,0.8958337111367454
709,0.4036774995742445
712,0.3702830674443934
723,0.23783712735769133
729,0.43098186282784146
733,0.7418235046087427
735,0.4135192115327918
737,0.3685979147405744
749,0.6959224485488386
752,0.49200209232269326
767,0.9253627742804591
771,0.12936930598307697
778,0.5363690401550064
780,0.7584216830472532
790,0.488593258719681
797,0.37637952605147434
802,0.34066213083340235
805,0.7264885875430821
807,0.8100989358260355
808,0.8583878603035604
811,0.35730307544043044
815,0.13476864284353665
820,0.76548872419593
838,0.17760696091356465
861,0.16154722813735534
886,0.25035071664824066
889,0.10807017977791401
904,0.6617248786566001
913,0.45265058503029965
928,0.6646632903732291
931,0.6112028370600457
932,0.6995711114334239
945,0.764621374298693
953,0.8609653407608777
955,0.35728044559452526
970,0.5468277125613091
972,0.4436787527795886
978,0.594832719191556
982,0.8053169724277374
983,0.7399684059621632
984,0.36136895149131804
987,0.5711294227398978
1000,0.6067491604627314
1006,0.6203811407941607
1014,0.7603916973520431
1030,0.572661931744035
1037,0.7328048515961879
1044,0.6181249649993116
1046,0.7966821526057383
1048,0.4292166172653082
1053,0.8754541255612198
1057,0.7159228703325569
1077,0.8911513418504128
1085,0.9635317277483149
1087,0.75388225600721
1088,0.7457615811080532
1096,0.11932191213116027
1098,0.9626713667951328
1100,0.11179932714970794
1113,0.7329246430686143
1119,0.736514400220041
1127,0.5336722607095247
1142,0.38490220662241015
1148,0.37084985578943447
1157,0.2025993531865699
1158,0.7915235075868912
1163,0.4379859615381522
1167,0.6731334079913446
1168,0.3658106796921486
1181,0.060790701953083844
1183,0.24441047301696964
1191,0.615945471138242
1192,0.18452763851225082
1198,0.7899272916984107
1216,0.1798767175548146
1218,0.6574500350080357
1221,0.9667444055840948
1222,0.33511589712217293
1225,0.1583352616437951
1226,0.46222176323684205
1230,0.21827016426927
1242,0.7933162620519193
1247,0.6852536101780552
1253,0.3476296533181899
1259,0.6269151596931122
1271,0.8697231217921869
1282,0.5546937843562155
1284,0.9467126500433748
1293,0.4310942645921451
1294,0.6111632313203312
1298,0.48170467028018904
1306,0.6192763288404529
1316,0.7345582396320125
1321,0.3371504026312607
1331,0.4202236117456942
1336,0.20247216370476925
1341,0.5779323956399465
1348,0.5203068792692856
1356,0.8679567740589011
1384,0.2953168278375953
1389,0.6400327898275704
1391,0.6350181156826649
1413,0.8069117148995676
1419,0.6407914436900107
1426,0.8414679296229337
1440,0.67714557963132
1445,0.615736752939683
1465,0.4341776108964786
1470,0.5049527932808231
1472,0.5188813015572021
1484,0.569520239885913
1485,0.11137403053967249
1486,0.9112854251685037
1488,0.5721009274906133
1498,0.04232751330376301
1508,0.6726762454607625
1518,0.8547687145010886
1526,0.24471174917240718
1527,0.776256517274871
1528,0.25113976987301856
1540,0.6537906079738304
1546,0.48467723763396015
1551,0.8115528239437603
1564,0.7575086312698643
1565,0.891503355320538
1568,0.933533682872898
1572,0.6630962268813076
1573,0.12582442079317344
1581,0.4444729419956516
1585,0.8955207687218335
1588,0.28249622261154594
1595,0.23465410689146746
1596,0.29295746499050174
1603,0.3190301303265132
1615,0.6103544900738055
1621,0.48054390923804435
1623,0.27093172938985427
1630,0.44924499534610285
1636,0.680276250823593
1642,0.23244621931712328
1654,0.7493771135063481
1657,0.8856566224938635
1665,0.42357141584795754
1666,0.7939074048770582
1676,0.748078869844187
1678,0.5454171458297432
1683,0.5274414432433436
1685,0.06759533469771294
1687,0.017662105562852262
1690,0.23108152385099778
1702,0.425498462316166
1703,0.24287743307915752
1714,0.3260670725913406
1716,0.5918783840752426
1726,0.19104784959933752
1748,0.3200658552005125
1750,0.22963530348206246
1762,0.9517482596271671
1765,0.12183147926424735
1767,0.5536902248325318
1773,0.3775332381570388
1774,0.20344506116760722
1776,0.6720227342944832
1782,0.8330806676603448
1799,0.5182835061598184
1803,0.5082254884061234
1811,0.4169747343802659
1820,0.464485961921935
1823,0.8084124493145696
1864,0.701524299599681
1871,0.5506926206594185
1874,0.08913390390748792
1878,0.3649315487734129
1888,0.7175522974518755
1895,0.8323065028581046
1896,0.47640743618170034
1899,0.5686891975975643
1901,0.5917655857376374
1903,0.6692754874572086
1913,0.1762081049052805
1935,0.8048979728954091
1946,0.248664073551142
1958,0.801243636640666
1960,0.5511322032816812
1968,0.3405722332157565
1969,0.5879089039165015
1973,0.2671819257989876
1974,0.5225397224039829
1977,0.4570948083448006
1992,0.6449341028390138
1995,0.2060882221102327
2001,0.7882430345828875
2017,0.5065951652968593
2018,0.24603120035240408
2020,0.37883202272047356
2021,0.34410571158445824
2027,0.42607930734047506
2036,0.5816083535328934
2040,0.18884253153484196
2041,0.17695546748787663
2047,0.912223882330884
2049,0.3352735564446735
2059,0.2942427949288047
2066,0.2883543798845184
2068,0.555089557174293
2069,0.7358102725193822
2081,0.42417977678943997
2083,0.5512106918410457
2084,0.890637253331508
2085,0.9475230317265427
2096,0.46579766376332055
2104,0.212810348434758
2105,0.1662923020400031
2110,0.3754374642107128
2112,0.09536750590560746
2115,0.5400197516589336
2120,0.15404591248203872
2121,0.14461198680571502
2125,0.8668018009578466
2128,0.6433639175046254
2129,0.4111764605342233
2138,0.5826072841120551
2159,0.7381040225528153
2160,0.22353850682702325
2180,0.6852245927690184
2181,0.6021347187122297
2183,0.7391750107221196
2189,0.16139518638208727
2192,0.46106102306327745
2193,0.9036320050241047
2197,0.13104800061687044
2201,0.4489228801899904
2206,0.8492177280084636
2208,0.8312659355701935
2210,0.7026381420082426
2212,0.7008330967451764
2220,0.586249582176579
2226,0.5249901241316315
2227,0.06307769166734936
2229,0.38208310026349035
2233,0.22121632913835088
2234,0.8979887395302816
2237,0.3663671628282774
2238,0.5898727410722938
2246,0.375909298298323
2248,0.3035618660010527
2265,0.35912973972262313
2268,0.44080528370181365
2270,0.7069530569014643
2276,0.8352148603157628
2278,0.8478891847340569
2290,0.6040148462979648
2298,0.40011046781718496
2305,0.1127116534810727
2320,0.6162307116686906
2325,0.5205575553131282
2329,0.86923751756627
2342,0.6418837460113022
2352,0.19831657807961975
2387,0.7167548857757815
2397,0.23331080876084148
2399,0.6782997023256983
2401,0.6434714519449031
2404,0.2820037500561807
2411,0.7082742795706717
2422,0.6741873899469469
2424,0.7913528078528903
2425,0.2440297056315144
2429,0.19169247868136702
2433,0.5746959013891363
2434,0.6901225974113411
2436,0.09109526650511429
2440,0.11006850193214544
2448,0.5649252557353396
2458,0.6640894607275483
2460,0.43152153603215315
2466,0.6356983633353522
2473,0.4302889852839582
2479,0.3246206770582706
2493,0.1948658015721668
2504,0.1905729382619277
2524,0.7692351726975301
2526,0.9799764530265765
2531,0.32158938241464485
2532,0.07884523419751296
2546,0.5139395705602977
2561,0.8621583365532255
2565,0.17001140909980822
2570,0.6564879967242409
2579,0.6247330671808669
2581,0.22592405556983622
2592,0.7697283208776379
2593,0.39055104716331135
2594,0.3010287995271654
2618,0.8008481117891088
2628,0.39670082692385156
2638,0.4420322980458395
2647,0.6407281235480495
2654,0.7469035533576276
2655,0.5627681794308274
2669,0.23019283750285582
2674,0.5678033215394284
2677,0.7017989111917929
2687,0.38650814675370143
2689,0.2604636661697749
2694,0.6767064854603356
2702,0.3047340138884378
2704,0.9305328949555441
2706,0.8993401716542848
2712,0.10206792399505647
2716,0.46140106105262846
2727,0.29770891653401044
2729,0.3639527385255055
2738,0.8282682293783971
2739,0.26359065440838614
2745,0.7845099353553437
2759,0.737987382784603
2766,0.7104962433031541
2767,0.45657592218660714
2773,0.2343595269552957
2778,0.6624206249496821
2783,0.4842266984013937
2788,0.6672716706414182
2792,0.5996902976598594
2803,0.4452914276330863
2808,0.16148504800298205
2816,0.35670656161918884
2821,0.9491291718216511
2826,0.8353187142666854
2840,0.476554657090739
2844,0.8080391455135449
2846,0.3054446067021433
2847,0.4239864741885116
2857,0.7122370968179289
2861,0.1897407639224069
2888,0.571898858899109
2903,0.6863839358379635
2904,0.3826310888701505
2907,0.21897277717339408
2909,0.3057014915073482
2910,0.46670130054908027
